id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
37263,Nothura,maculosa,,birds,Spotted Nothura,Nunes D´Acosta,Brazil,"Cristalina, Goiás",-16.770686,-47.612,1.100,fligth,,,field recording,//xeno-canto.org/37263,https://xeno-canto.org/37263/download,Codorna  amrela assutada mtz XENO II.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/ffts/XC37263-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/ffts/XC37263-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/ffts/XC37263-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/ffts/XC37263-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/wave/XC37263-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/wave/XC37263-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/wave/XC37263-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:08,07:40,2009-07-29,2009-08-03,[],"Área com plantações de soja, com fragmentos de  campo-limpo-Córrego Cristal.",unknown,unknown,unknown,,,no,,,44100
36591,Nothura,maculosa,,birds,Spotted Nothura,Nunes D´Acosta,Brazil,"Entre cerrado baixo, cortado pela estrada de ferro em Leopoldo de Bulhões, GOiás",,,1.050,song,,,field recording,//xeno-canto.org/36591,https://xeno-canto.org/36591/download,CODORNA AMARELA ALTO MTZ.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/ffts/XC36591-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/ffts/XC36591-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/ffts/XC36591-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/ffts/XC36591-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/wave/XC36591-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/wave/XC36591-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OHHTDSDNBT/wave/XC36591-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:28,10:15,2009-07-05,2009-07-06,[],"Campo sujo de cerrado fragmentado, junto a ferrovia  que corta  ao lado de Leopoldo de Bulhoes e depósitos de lixo .",unknown,unknown,unknown,,,no,,,44100
17951,Nothura,maculosa,,birds,Spotted Nothura,Fernando Jacobs,Brazil,"07018 Praia do Laranjal - Pelotas, Rio Grande do Sul",-31.12887,-52.5737,0,"call, song",,,field recording,//xeno-canto.org/17951,https://xeno-canto.org/17951/download,Perdiz - Nothura maculosa2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/ffts/XC17951-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/ffts/XC17951-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/ffts/XC17951-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/ffts/XC17951-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/wave/XC17951-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/wave/XC17951-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/wave/XC17951-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:31,07:40,2008-02-22,2008-11-20,[],,unknown,unknown,unknown,,,no,,,48000
17949,Nothura,maculosa,,birds,Spotted Nothura,Fernando Jacobs,Brazil,"07018 Praia do Laranjal - Pelotas, Rio Grande do Sul",-31.12887,-52.5737,0,song,,,field recording,//xeno-canto.org/17949,https://xeno-canto.org/17949/download,Perdiz - Nothura maculosa1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/ffts/XC17949-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/ffts/XC17949-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/ffts/XC17949-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/ffts/XC17949-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/wave/XC17949-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/wave/XC17949-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MHHPJBCUXC/wave/XC17949-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:05,07:35,2008-02-22,2008-11-20,[],,unknown,unknown,unknown,,,no,,,48000
17155,Nothura,maculosa,,birds,Spotted Nothura,Nuno Medeiros,Brazil,"Paiva Lake, Mariana MG",-20.3231,-43.3959,730,"call, song",,,field recording,//xeno-canto.org/17155,https://xeno-canto.org/17155/download,CA920.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/WTQPQQHZBV/ffts/XC17155-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WTQPQQHZBV/ffts/XC17155-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WTQPQQHZBV/ffts/XC17155-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WTQPQQHZBV/ffts/XC17155-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WTQPQQHZBV/wave/XC17155-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WTQPQQHZBV/wave/XC17155-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WTQPQQHZBV/wave/XC17155-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:16,9:45,2008-01-19,2008-11-20,[],Two birds ,unknown,unknown,unknown,,,no,,,48000
8586,Nothura,maculosa,,birds,Spotted Nothura,Daniel De Granville,Brazil,"Fazenda America, Bonito, Mato Grosso do Sul",,,320,call,,,field recording,//xeno-canto.org/8586,https://xeno-canto.org/8586/download,Nothura_maculosa_DDG.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CQDEBIMXQU/ffts/XC8586-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQDEBIMXQU/ffts/XC8586-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQDEBIMXQU/ffts/XC8586-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CQDEBIMXQU/ffts/XC8586-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CQDEBIMXQU/wave/XC8586-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CQDEBIMXQU/wave/XC8586-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CQDEBIMXQU/wave/XC8586-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:57,18:00,2004-01-08,2008-11-20,[],,unknown,unknown,unknown,,,no,,,44100
5208,Nothura,maculosa,cearensis,birds,Spotted Nothura,Ciro Albano,Brazil,"Icapuí, Ceará State",-4.7334,-37.4501,30,song,,,field recording,//xeno-canto.org/5208,https://xeno-canto.org/5208/download,20_Nothura boraquira_F12_Icapui_28_V_2005_Ciro Albano.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MXVQPUKGWW/ffts/XC5208-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MXVQPUKGWW/ffts/XC5208-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MXVQPUKGWW/ffts/XC5208-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MXVQPUKGWW/ffts/XC5208-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MXVQPUKGWW/wave/XC5208-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MXVQPUKGWW/wave/XC5208-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MXVQPUKGWW/wave/XC5208-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:08,06:00,2005-05-28,2008-11-20,"['Taraba major', 'Nystalus maculatus', 'Coryphospingus pileatus']",,unknown,unknown,unknown,,,no,,,44100
688899,Nothura,maculosa,major,birds,Spotted Nothura,Ricardo José Mitidieri,Brazil,"Madre de Deus de Minas, State of Minas Gerais",-21.415,-44.3339,950,song,,,field recording,//xeno-canto.org/688899,https://xeno-canto.org/688899/download,XC688899-recording-20211117-111334 Codorna xc.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CFRYARSVHN/ffts/XC688899-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CFRYARSVHN/ffts/XC688899-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CFRYARSVHN/ffts/XC688899-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CFRYARSVHN/ffts/XC688899-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CFRYARSVHN/wave/XC688899-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CFRYARSVHN/wave/XC688899-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CFRYARSVHN/wave/XC688899-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:05,11:15,2021-11-17,2021-11-24,[],,no,no,yes,,,no,,,44100
510645,Nothura,maculosa,,birds,Spotted Nothura,GABRIEL LEITE,Brazil,"Corredor do Pinheiro road, Cordões Litorâneos region, Rio Grande, Rio Grande do Sul",-32.1908,-52.3111,10,song,,,field recording,//xeno-canto.org/510645,https://xeno-canto.org/510645/download,XC510645-Nothura maculosa_Mostardas_1153.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC510645-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC510645-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC510645-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC510645-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC510645-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC510645-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC510645-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:05,17:00,2019-11-22,2019-12-06,[],,no,no,no,,,no,,,48000
510616,Nothura,maculosa,,birds,Spotted Nothura,GABRIEL LEITE,Brazil,"Bagé, State of Rio Grande do Sul",-31.3092,-54.0602,240,call,uncertain,,field recording,//xeno-canto.org/510616,https://xeno-canto.org/510616/download,XC510616-Nothura maculosa_Bage_1182.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC510616-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC510616-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC510616-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC510616-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC510616-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC510616-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC510616-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:24,16:00,2019-11-23,2019-12-05,[],,no,no,no,,,no,,,48000
451827,Nothura,maculosa,cearensis,birds,Spotted Nothura,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sítio Pau Preto, Potengi-CE, Ceará",-7.0849,-40.0832,550,song,,,field recording,//xeno-canto.org/451827,https://xeno-canto.org/451827/download,XC451827-Codorna amarela (Nothura maculosa-OK-OK) 6-1-‎2019 ‏‎16e26.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC451827-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC451827-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC451827-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC451827-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC451827-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC451827-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC451827-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:03,16:26,2019-01-06,2019-01-16,[],,no,no,no,,,no,,,44100
361091,Nothura,maculosa,chacoensis,birds,Spotted Nothura,Oscar Rodriguez,Paraguay,Departamento de Boquerón,-22.3394,-60.2596,150,song,,,field recording,//xeno-canto.org/361091,https://xeno-canto.org/361091/download,XC361091-Chaco Nothura 10.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/ffts/XC361091-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/ffts/XC361091-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/ffts/XC361091-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/ffts/XC361091-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/wave/XC361091-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/wave/XC361091-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/wave/XC361091-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,1:26,12:00,2017-03-27,2017-03-24,[],Song at 26 seconds and 74 seconds with scattered flute-like notes.,yes,yes,yes,,,no,,,44100
345713,Nothura,maculosa,chacoensis,birds,Spotted Nothura,Oscar Rodriguez,Paraguay,Presidente Hayes,-22.5813,-59.728,120,song,,,field recording,//xeno-canto.org/345713,https://xeno-canto.org/345713/download,XC345713-Chaco Nothura 2 082916.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/ffts/XC345713-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/ffts/XC345713-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/ffts/XC345713-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/ffts/XC345713-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/wave/XC345713-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/wave/XC345713-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FALXSBGVBT/wave/XC345713-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:22,06:00,2016-08-29,2016-12-09,[],Open field. Several birds calling in response to playback of Nothura maculosa recording XC319690.,no,no,yes,,,no,,,44100
273215,Nothura,maculosa,,birds,Spotted Nothura,Peter Boesman,Argentina,"Miramar west side, Córdoba",-30.96,-62.738,,song,,,field recording,//xeno-canto.org/273215,https://xeno-canto.org/273215/download,XC273215-Spotted Nothura B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC273215-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC273215-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC273215-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC273215-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC273215-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC273215-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC273215-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:59,16:00,2013-10-27,2015-08-26,[],,unknown,unknown,unknown,,,no,,,44100
273214,Nothura,maculosa,,birds,Spotted Nothura,Peter Boesman,Argentina,"Miramar west side, Córdoba",-30.96,-62.738,,song,,,field recording,//xeno-canto.org/273214,https://xeno-canto.org/273214/download,XC273214-Spotted Nothura B 1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC273214-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC273214-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC273214-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC273214-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC273214-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC273214-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC273214-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:20,16:00,2013-10-27,2015-08-26,['Troglodytes aedon'],Also: House Wren,unknown,unknown,unknown,,,no,,,44100
226708,Nothura,maculosa,,birds,Spotted Nothura,Peter Boesman,Brazil,"Aparados da Serra, Rio Grande do Sul",-29.3333333333,-50.1666666667,,song,,,field recording,//xeno-canto.org/226708,https://xeno-canto.org/226708/download,XC226708-Spotted Nothura C 239.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226708-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226708-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226708-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC226708-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226708-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226708-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC226708-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:35,07:00,2005-08-04,2015-03-23,[],ID certainty 100%. (Archiv. tape 380 side A track 10 seq. A),unknown,unknown,unknown,,,no,,,44100
176452,Nothura,maculosa,,birds,Spotted Nothura,Douglas Meyer,Brazil,"Campo Belo do Sul, Santa Catarina",-28.0068,-50.8742,900,song,,,field recording,//xeno-canto.org/176452,https://xeno-canto.org/176452/download,XC176452-Tinamidae_Nothura_maculosa_07_09_2012_H14_34_Florestal_Gateados_Campo_Belo_do_Sul_SC.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/MNENFHYTAE/ffts/XC176452-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MNENFHYTAE/ffts/XC176452-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MNENFHYTAE/ffts/XC176452-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MNENFHYTAE/ffts/XC176452-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/MNENFHYTAE/wave/XC176452-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MNENFHYTAE/wave/XC176452-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MNENFHYTAE/wave/XC176452-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:06,14:34,2012-09-07,2014-04-28,[],,yes,yes,no,,,no,,,32000
105632,Nothura,maculosa,,birds,Spotted Nothura,pedroteia,Brazil,Serra Grande-Pão de Açúcar-alagoas-Brasil,-9.661,-37.412,200,song,,,field recording,//xeno-canto.org/105632,https://xeno-canto.org/105632/download,nothura maculosa.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BZVNDWLRSQ/ffts/XC105632-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BZVNDWLRSQ/ffts/XC105632-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BZVNDWLRSQ/ffts/XC105632-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BZVNDWLRSQ/ffts/XC105632-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BZVNDWLRSQ/wave/XC105632-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BZVNDWLRSQ/wave/XC105632-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BZVNDWLRSQ/wave/XC105632-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:26,09:40,2012-07-09,2012-07-11,[],codorna. Pe da serra,unknown,unknown,unknown,,,no,,,44100
94198,Nothura,maculosa,,birds,Spotted Nothura,Alexander Lees,Brazil,"Portal da Cerrado, Alto Paraiso de Goias, GO",-14.157,-47.597,800,song,,,field recording,//xeno-canto.org/94198,https://xeno-canto.org/94198/download,R09_0060Nothura_ACL.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC94198-small.png', 'med': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC94198-med.png', 'large': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC94198-large.png', 'full': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/ffts/XC94198-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC94198-small.png', 'med': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC94198-med.png', 'large': '//xeno-canto.org/sounds/uploaded/INDDBZAFJL/wave/XC94198-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:04,19:30,2012-01-23,2012-02-03,['Volatinia jacarina'],"humid cerrado, 95% certain not minor...",unknown,unknown,unknown,,,no,,,44100
61153,Nothura,maculosa,,birds,Spotted Nothura,Bernabe Lopez-Lanus,Argentina,"Campo Avalos, Rio Mirinay-cerca Casco Cambai, Monte Caseros, Corrientes",,,80,song,,,field recording,//xeno-canto.org/61153,https://xeno-canto.org/61153/download,0041 Nothura maculosa 1_Campo Avalos_Rio Mirinay-cerca Casco Cambai_Monte Caseros_Corrientes_Arg_20AGO2010_B Lopez-Lanus.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC61153-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC61153-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC61153-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC61153-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC61153-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC61153-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC61153-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:10,am,2010-08-20,2010-08-25,[],"Inventario de Aves en Campo Avalos 2010, Corrientes, Arg.: Aves Argentinas & Alianzas por el Pastizal.",unknown,unknown,unknown,,,no,,,44100
51593,Nothura,maculosa,,birds,Spotted Nothura,Bernabe Lopez-Lanus,Argentina,"Tapalque, Buenos Aires",,,?,song,,,field recording,//xeno-canto.org/51593,https://xeno-canto.org/51593/download,NOTHURA Spotted_05_Tapalque_Buenos Aires_AR_2ENE04_Bernabe Lopez-Lanus.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC51593-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC51593-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC51593-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC51593-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC51593-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC51593-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC51593-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:07,?:?,2004-02-01,2010-05-21,[],From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>,unknown,unknown,unknown,,,no,,,44100
51592,Nothura,maculosa,,birds,Spotted Nothura,Bernabe Lopez-Lanus,Argentina,"Tapalque, Buenos Aires",,,?,song,,,field recording,//xeno-canto.org/51592,https://xeno-canto.org/51592/download,NOTHURA Spotted_04_Tapalque_Buenos Aires_AR_4ENE04_Bernabe Lopez-Lanus.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC51592-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC51592-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC51592-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/ffts/XC51592-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC51592-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC51592-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BYLLSJRVDZ/wave/XC51592-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:05,?:?,2004-04-01,2010-05-21,[],From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>,unknown,unknown,unknown,,,no,,,44100
49562,Nothura,maculosa,,birds,Spotted Nothura,Rosendo Fraga,Argentina,"Estancia San Juan Poriahu, Corrientes",,,?,song,,,field recording,//xeno-canto.org/49562,https://xeno-canto.org/49562/download,NOTHURA Spotted_11_Estancia San Juan Poriahu_Corrientes_AR_9ABR98_Rosendo Fraga.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC49562-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC49562-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC49562-large.png', 'full': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/ffts/XC49562-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC49562-small.png', 'med': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC49562-med.png', 'large': '//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/wave/XC49562-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:15,?:?,1998-04-09,2010-05-14,[],From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>,unknown,unknown,unknown,,,no,,,44100
30367,Nothura,maculosa,,birds,Spotted Nothura,Paul Smith,Paraguay,"Laguna Blanca, Dep. San Pedro",,,?,song,,,field recording,//xeno-canto.org/30367,https://xeno-canto.org/30367/download,Nothura maculosa 20 oct 08 lag blanca.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/QEQQOPLWSO/ffts/XC30367-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QEQQOPLWSO/ffts/XC30367-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QEQQOPLWSO/ffts/XC30367-large.png', 'full': '//xeno-canto.org/sounds/uploaded/QEQQOPLWSO/ffts/XC30367-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/QEQQOPLWSO/wave/XC30367-small.png', 'med': '//xeno-canto.org/sounds/uploaded/QEQQOPLWSO/wave/XC30367-med.png', 'large': '//xeno-canto.org/sounds/uploaded/QEQQOPLWSO/wave/XC30367-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:09,?:?,2008-10-20,2009-02-28,[],Dusk,unknown,unknown,unknown,,,no,,,32000
